,1995-01,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
2013-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,2,0,0,0,0,1,3,1,0,0,0,0,1,0,0,0,1,1,0,4,18,6,21,5,4,5,5,1,5,1,7,4,0,17,1,3,0,2,1,0,3,2,6,7,3,3,0,3,1,0,4,2,0,3,4,8,1,2,2,4,11,3,5,3,2,1,0,1,3,4,4,3,1,4,3,6,2,2,3,3,3,6,3,4,2,15,10,7,10,5,5,5,6,4,4,9,3,8,6,5,9,5,5,2,4,5,9,7,7,4,12,5,9,10,4,7,5,3,10,8,11,7,2,7,4,10,8,6,7,15,13,12,11,13,8,10,4,13,8,7,7,7,7,4,8,5,5,14,9,13,9,17,14,13,11,15,12,12,11,10,10,12,10,7,7,7,10,7,8,12,9,10,11,7,10,6,18,12,21,14,7,17,15,15,12,13,17,40,23,41,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,2,2,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,1,1,0,5,18,10,11,4,4,3,7,3,1,5,7,2,1,20,1,3,1,1,1,0,3,3,5,4,1,3,1,2,1,0,4,3,1,1,4,6,2,3,2,5,8,1,5,2,3,2,1,0,3,3,2,4,2,4,5,6,4,2,5,4,2,5,3,4,3,20,6,8,8,4,5,3,6,4,5,12,4,7,5,4,9,8,4,2,4,4,7,4,6,6,8,6,7,6,6,4,4,5,8,12,9,9,4,3,4,9,6,6,10,17,12,9,9,13,6,11,8,11,4,5,12,4,7,3,9,9,7,14,7,14,12,21,15,15,10,12,13,15,12,10,13,15,10,8,11,7,8,6,14,10,12,13,9,7,10,9,14,15,26,10,9,15,18,10,11,13,16,42,18,16,56,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,0,3,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,7,15,8,15,5,3,5,8,4,3,4,7,0,1,15,2,3,0,1,1,2,2,2,6,6,0,2,0,2,0,0,4,3,0,2,3,5,2,1,2,3,8,0,3,3,2,2,0,1,2,2,1,4,2,2,3,4,1,3,4,1,3,2,3,3,2,16,7,7,7,3,6,4,4,2,4,10,4,9,4,5,7,7,2,4,5,3,6,6,6,6,5,6,6,8,1,3,2,5,11,13,8,8,2,1,3,8,4,8,5,17,9,12,8,10,7,9,4,8,6,4,7,5,3,3,3,4,7,13,10,12,12,18,13,9,9,14,9,11,9,7,7,7,6,8,9,5,5,9,6,11,10,11,5,6,10,9,12,11,15,11,10,10,14,9,10,12,13,19,22,11,26,43,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,3,1,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,5,16,7,13,7,4,2,6,3,2,2,7,2,0,15,1,3,1,3,1,0,3,2,3,4,2,3,0,3,0,1,3,2,0,3,3,6,1,3,2,5,6,0,3,3,3,4,1,1,1,3,2,3,3,3,2,4,3,2,3,0,2,4,1,1,1,18,8,9,6,6,4,5,5,2,4,8,5,7,6,4,6,8,1,3,1,5,8,8,6,5,6,3,3,5,2,4,4,3,10,9,7,8,4,3,3,9,4,6,6,15,12,10,6,12,8,8,7,4,6,3,8,6,7,3,4,5,8,11,8,15,12,19,10,13,6,14,6,10,8,7,7,8,9,5,6,7,5,9,7,14,5,7,6,7,7,6,12,9,14,7,9,8,13,11,11,11,11,23,13,12,21,23,41,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,3,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,1,1,0,3,15,10,11,6,3,5,6,4,2,4,9,2,0,13,2,4,0,0,0,0,1,2,3,4,2,3,0,3,0,1,4,2,0,1,3,6,0,2,4,5,7,0,3,3,2,3,0,0,2,3,2,3,0,4,1,4,3,1,3,2,4,4,3,3,1,15,6,4,9,3,2,3,3,2,5,6,2,6,6,5,5,6,2,3,4,4,6,4,8,5,5,3,4,10,3,1,4,1,6,10,7,10,6,1,5,12,2,6,9,16,14,9,7,10,5,9,6,6,7,6,8,4,4,2,7,4,5,9,7,8,10,20,14,11,7,8,10,10,13,11,6,9,3,4,8,5,5,4,7,15,7,10,7,6,5,6,14,8,14,17,7,9,14,12,9,8,14,33,17,11,21,19,22,40,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,5,16,7,13,5,4,3,6,4,3,5,8,2,0,16,2,3,2,1,1,1,3,2,5,6,0,1,0,1,1,1,2,4,1,1,2,5,1,3,1,6,8,0,4,4,3,4,1,1,2,3,3,4,1,6,2,7,3,2,2,4,2,3,4,4,2,17,4,8,9,5,3,4,3,1,5,9,5,7,7,4,5,8,4,4,1,2,7,5,6,6,6,3,6,6,4,6,5,2,8,9,5,8,3,2,6,8,5,6,12,18,14,9,9,9,7,8,5,9,7,2,5,5,4,3,4,6,3,10,7,16,10,24,8,15,4,7,8,10,14,10,6,8,4,4,7,8,10,10,8,12,7,10,9,7,10,6,14,9,15,12,6,14,13,12,13,7,11,28,13,11,12,20,24,18,45,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,2,0,0,0,1,1,2,0,0,1,0,0,1,0,0,0,1,1,0,2,14,8,13,8,4,3,4,7,2,3,7,4,0,13,1,1,1,0,1,0,2,0,6,3,0,2,0,3,1,1,2,1,0,2,2,6,0,1,2,2,10,0,4,3,1,1,1,0,2,2,1,2,1,5,1,6,2,3,2,1,4,6,1,4,2,13,6,9,9,4,5,4,3,2,4,7,1,6,8,5,3,8,1,3,3,2,5,7,5,5,4,3,7,6,2,2,2,0,6,9,5,8,2,1,5,8,3,4,8,14,13,13,7,10,6,9,7,4,7,3,7,1,4,3,7,7,3,10,7,5,10,18,8,8,9,6,8,10,7,6,5,6,6,5,10,6,9,8,7,6,6,9,8,6,11,8,14,6,15,4,5,7,10,12,5,10,10,23,12,8,9,11,12,14,16,40,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,1,3,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,2,1,0,3,13,9,11,7,5,4,5,3,3,6,7,2,1,15,1,2,0,2,1,0,3,2,6,4,1,1,2,3,0,0,3,2,1,2,4,8,0,1,2,2,6,1,3,3,3,1,1,0,4,3,1,2,0,3,1,4,2,2,3,1,5,4,2,4,1,11,5,4,7,3,5,5,2,2,3,7,2,4,8,5,6,6,0,3,3,4,6,8,4,2,5,2,7,8,3,3,4,3,7,10,7,7,2,0,6,10,4,1,8,13,11,12,12,9,4,9,7,7,6,4,6,3,7,1,4,7,5,11,5,11,7,14,9,11,7,8,9,8,12,9,7,8,6,3,8,2,8,9,5,8,2,9,9,6,6,5,7,10,10,10,6,9,8,8,11,9,10,24,8,14,7,13,11,17,17,24,37,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,1,2,0,0,0,0,0,3,0,1,1,0,0,1,0,0,0,1,1,0,3,17,8,10,5,2,6,4,1,2,6,9,1,0,18,1,2,1,1,1,0,4,1,7,6,2,2,1,3,1,0,3,2,0,3,4,4,1,1,3,2,8,0,4,2,5,2,0,0,2,3,1,4,0,5,1,4,2,2,3,1,3,4,2,5,1,17,5,7,8,5,4,3,3,3,5,7,4,5,5,5,6,5,4,2,2,5,5,8,3,3,3,5,7,4,2,3,3,3,4,10,9,8,4,3,5,11,4,3,11,18,17,10,8,10,5,9,6,6,6,4,4,3,5,2,6,4,9,13,5,11,5,17,11,12,8,7,9,8,9,9,7,7,10,3,7,4,11,7,7,8,7,6,6,6,7,6,11,4,9,7,7,10,10,10,10,10,12,26,12,10,11,9,15,13,11,26,28,62,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,9,8,8,4,4,4,5,1,1,4,6,1,0,15,1,2,1,0,1,1,3,1,4,4,0,2,0,0,2,0,3,1,0,3,3,7,1,2,2,3,12,1,4,4,3,1,0,0,0,1,1,2,0,4,2,5,5,3,2,2,2,5,2,2,1,13,5,8,8,3,5,3,4,2,2,8,5,7,6,6,6,7,2,3,4,3,5,2,4,5,3,4,6,8,3,3,3,3,3,6,6,4,3,2,2,9,4,3,9,14,9,10,4,9,6,10,5,3,3,1,6,5,4,2,5,2,5,13,4,9,10,17,8,10,5,9,7,8,5,8,6,9,7,4,5,6,5,8,6,11,5,9,6,8,7,6,14,7,13,5,4,7,6,8,9,6,10,25,12,8,11,12,10,9,9,16,24,33,40,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,4,0,3,0,0,0,0,0,4,1,0,0,0,0,1,0,0,0,1,1,0,3,13,9,13,6,4,4,5,2,1,2,6,1,0,13,2,3,1,2,1,0,1,2,5,3,0,2,0,3,1,0,4,1,0,2,4,7,2,1,3,1,11,1,3,2,3,2,0,1,1,1,1,2,1,4,3,5,2,2,4,1,2,3,1,2,1,12,3,10,7,2,5,4,3,2,6,7,3,8,6,3,5,7,3,2,2,2,3,4,3,3,6,2,7,7,1,5,7,4,6,6,7,5,5,2,3,8,5,5,8,15,11,10,8,11,6,10,6,7,5,3,7,4,4,1,5,3,6,9,5,7,9,15,7,8,7,9,7,7,7,7,1,11,8,5,4,3,6,5,7,7,3,8,5,9,6,7,11,7,8,5,6,11,6,9,10,6,13,20,9,11,7,14,12,10,13,14,15,19,24,34,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,3,1,4,1,0,0,0,2,1,1,0,0,0,0,1,0,0,0,1,1,0,3,16,11,10,9,3,5,5,3,2,6,9,0,0,15,2,2,0,1,1,1,2,3,3,4,0,2,0,2,1,1,1,1,0,2,4,6,1,2,2,5,12,2,4,3,2,2,0,3,3,4,1,4,0,5,3,5,2,2,6,3,3,2,4,3,4,14,5,11,8,4,4,4,5,5,5,8,6,6,7,4,6,7,5,1,4,4,4,5,5,4,5,5,6,5,6,10,3,5,5,9,7,5,3,2,6,9,4,4,9,17,16,12,9,12,8,10,4,8,6,3,7,6,8,6,5,5,7,13,5,10,13,23,12,9,5,12,9,10,12,8,7,7,5,4,5,5,6,10,5,7,4,9,5,7,5,8,15,11,16,9,9,6,10,9,9,6,9,30,13,11,15,14,13,12,13,17,17,22,17,22,45,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,0,3,0,0,0,1,1,3,1,0,0,0,0,1,0,0,0,1,1,0,4,14,8,11,6,2,3,4,3,3,6,7,2,0,12,2,3,1,1,1,1,3,1,6,2,2,2,0,1,1,1,4,2,0,1,5,6,4,4,2,3,9,0,4,2,3,1,0,3,3,3,1,2,3,4,2,5,3,3,3,4,4,6,2,3,3,14,6,4,9,2,7,5,5,3,4,11,3,6,5,4,5,8,2,3,4,3,7,7,7,5,5,4,6,9,4,4,2,7,9,7,8,5,4,1,5,11,5,2,9,21,18,12,14,9,8,9,6,8,6,2,4,5,7,2,5,4,5,10,5,13,10,17,12,9,6,12,6,13,5,11,6,10,7,5,5,4,6,7,8,11,7,10,8,4,10,7,14,10,16,8,7,6,14,8,12,9,9,28,8,11,10,12,17,8,12,12,18,22,16,15,22,91,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,4,0,0,0,0,1,2,0,0,0,1,0,1,0,0,0,1,1,0,4,15,8,12,7,5,5,7,3,2,5,7,1,0,19,2,2,1,1,1,0,5,4,7,3,1,1,2,2,1,1,4,1,0,1,3,6,2,2,2,6,8,2,4,3,3,2,0,1,3,2,2,5,2,5,2,5,4,4,5,2,5,4,1,5,2,15,6,8,7,4,7,3,7,5,5,12,6,7,6,5,6,6,3,4,5,5,7,6,7,5,5,6,6,10,3,6,2,4,7,10,10,8,5,1,3,9,5,4,10,19,14,16,9,10,6,9,9,6,9,3,8,6,6,2,5,6,8,10,6,13,12,17,10,10,8,10,4,11,8,6,5,11,10,6,6,8,5,6,8,9,6,10,6,6,10,8,11,6,14,8,5,9,16,8,8,8,11,23,12,9,14,15,15,8,14,14,16,23,12,20,21,56,83,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,3,1,0,0,0,3,2,0,0,0,1,0,0,1,0,0,1,1,0,3,11,7,11,7,5,5,5,3,3,4,7,2,0,14,1,2,2,1,1,0,3,5,2,3,2,1,0,3,0,0,2,1,0,1,2,7,2,2,2,4,9,0,5,2,2,3,0,1,2,2,2,4,1,5,2,4,3,2,2,2,2,4,1,2,1,16,4,6,7,1,3,3,5,3,2,8,5,6,5,4,9,5,2,2,4,4,4,6,7,4,7,4,8,9,4,5,3,6,5,5,8,7,2,3,2,11,3,1,6,16,11,11,10,7,5,9,8,7,5,2,6,3,6,1,3,6,5,6,4,10,9,16,5,4,7,10,4,9,9,8,6,8,8,5,8,4,6,5,5,10,4,15,3,8,6,8,10,8,13,7,5,10,10,7,9,5,10,25,8,6,14,15,13,9,9,13,20,20,9,15,10,45,40,98,503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,2,0,0,0,1,2,2,1,0,0,1,0,2,0,0,0,1,1,0,1,16,7,10,7,3,4,5,4,2,5,10,3,3,13,2,2,1,0,0,2,2,3,5,4,1,2,0,1,1,1,2,2,0,2,4,8,1,3,3,4,9,2,4,4,4,0,1,1,4,1,1,6,1,6,2,4,3,1,5,0,2,6,1,3,4,19,9,7,6,6,4,4,7,3,3,9,4,8,6,5,4,7,4,2,5,3,4,6,4,5,3,5,7,4,2,3,3,3,8,4,8,8,7,4,5,10,5,3,9,14,15,9,11,13,6,9,6,5,6,4,6,3,6,2,3,4,6,14,8,8,11,18,6,6,7,8,8,11,8,8,6,6,4,2,8,6,4,7,7,8,8,12,7,7,3,8,8,8,10,9,0,7,9,7,8,6,10,26,9,5,11,13,9,8,12,12,15,15,9,16,13,45,47,69,116,484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,3,0,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,3,10,7,10,4,4,6,5,3,1,4,8,1,1,12,1,1,0,1,0,1,3,2,4,4,2,3,0,1,0,1,2,2,0,1,3,7,2,1,2,3,8,1,2,5,3,2,0,1,3,2,2,5,2,5,2,5,3,1,4,1,3,4,2,3,1,16,5,7,9,2,7,5,4,3,2,7,2,7,5,3,7,4,4,2,6,3,5,5,5,4,3,6,5,6,2,4,6,3,7,6,11,5,7,3,5,11,5,3,7,18,11,8,12,8,6,9,6,5,5,3,7,3,4,2,4,4,7,7,4,8,7,17,4,10,7,10,6,11,11,10,8,5,6,4,8,4,7,8,12,13,9,10,8,9,12,7,10,8,9,6,8,11,9,4,7,7,12,26,6,7,12,13,7,10,11,13,16,12,11,15,6,33,35,57,54,78,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,1,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,1,0,3,16,4,10,5,3,2,3,1,1,3,8,2,0,15,2,2,0,2,2,1,5,2,4,4,2,3,1,4,1,0,1,2,0,1,4,5,1,1,2,3,10,0,5,1,2,1,1,0,2,2,0,5,1,4,2,5,4,2,2,2,2,4,1,2,3,17,4,10,6,2,4,4,4,1,3,8,1,5,7,4,4,8,2,2,3,5,5,4,4,5,4,3,5,5,3,6,5,7,7,6,5,6,4,4,7,11,3,3,12,17,12,13,10,12,4,7,10,7,4,4,8,6,6,2,4,3,6,9,6,10,8,15,4,9,6,7,6,8,8,9,8,6,7,4,9,4,5,7,6,9,5,8,4,3,7,7,11,8,15,10,7,6,14,10,6,9,11,23,6,5,11,10,10,7,12,13,8,10,12,15,11,32,30,46,44,43,104,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,1,3,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,1,0,1,12,4,8,5,4,5,4,2,1,3,9,1,0,14,2,2,1,0,1,0,4,4,4,3,2,1,0,2,0,0,2,1,0,1,3,8,2,2,2,4,7,1,4,2,1,0,0,2,3,1,2,6,0,4,1,3,3,2,3,2,2,1,0,2,3,16,5,6,6,2,4,1,3,2,4,6,2,7,5,4,7,7,3,0,5,4,5,1,4,4,4,4,5,5,2,3,2,2,6,8,9,6,4,3,4,9,5,3,5,14,13,10,8,8,4,8,5,8,3,3,5,5,3,3,5,3,7,11,4,4,9,13,5,9,5,7,4,8,9,12,5,4,7,5,8,9,4,10,5,7,5,7,5,4,8,6,7,10,12,8,7,6,9,8,7,6,9,18,9,9,14,7,13,6,11,13,11,7,17,12,10,24,26,38,35,37,67,110,686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,3,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,3,12,7,9,3,2,5,4,3,1,2,8,2,0,11,2,1,1,0,1,0,3,2,5,5,1,1,0,3,1,0,4,2,0,2,4,7,2,1,1,3,9,0,4,3,3,2,1,1,4,3,0,6,0,4,2,4,4,5,2,2,2,2,1,2,2,16,4,8,8,3,5,5,5,3,3,6,3,6,5,7,6,8,2,1,3,3,7,6,4,3,3,5,5,4,3,4,4,2,6,6,7,7,5,4,4,12,1,4,7,16,11,12,9,10,6,7,8,5,5,3,7,6,5,2,4,4,6,10,6,6,6,17,4,8,6,7,6,8,9,7,8,3,5,2,8,7,8,7,8,6,4,8,8,5,7,6,9,5,13,11,5,8,9,6,7,10,16,22,8,5,13,7,13,5,11,16,14,13,13,8,6,30,21,43,34,27,61,58,135,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,2,5,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,5,13,6,8,4,3,4,4,5,1,3,7,3,0,15,2,2,1,2,1,1,2,4,3,4,2,2,0,3,0,0,3,1,0,1,3,7,2,1,3,2,6,0,2,2,3,3,0,1,3,2,1,4,2,4,3,4,3,2,5,1,2,6,0,3,1,16,5,7,8,3,5,3,3,4,3,7,1,5,5,3,10,8,1,1,4,6,8,6,4,5,6,7,4,6,4,6,7,4,6,5,9,7,2,1,6,15,5,7,6,14,9,11,9,9,6,6,6,3,6,2,6,6,6,3,6,5,5,10,6,6,10,15,5,11,6,9,9,10,7,9,3,7,8,3,8,7,8,9,7,9,4,12,9,8,7,8,9,8,12,9,9,9,10,6,12,5,14,24,10,5,10,6,10,8,10,12,14,15,9,7,5,26,28,31,33,29,55,44,89,226,1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
